====== LL 220 ======,,====== Heap 220 ======,,====== STL 220 ======
0.000313,,0.000252,,0.000394
0.000293,,0.000251,,0.000392
0.000279,,0.000252,,0.00039
0.00028,,0.000253,,0.000397
0.00034,,0.000252,,0.000445
0.00028,,0.000253,,0.000394
0.000325,,0.000252,,0.000391
0.00028,,0.000253,,0.000397
0.00028,,0.000255,,0.000394
0.000281,,0.000252,,0.000397
0.000279,,0.000253,,0.000392
0.00028,,0.000252,,0.000399
0.000279,,0.000334,,0.000395
0.000279,,0.000314,,0.000395
0.000281,,0.000257,,0.000398
0.00028,,0.000253,,0.000401
0.000279,,0.000253,,0.000398
0.000279,,0.000252,,0.000392
0.00028,,0.000252,,0.000394
0.00028,,0.000292,,0.000393
0.00028,,0.000284,,0.000397
0.00028,,0.000253,,0.000393
0.00028,,0.000253,,0.00042
0.00028,,0.000252,,0.000392
0.000288,,0.000253,,0.000384
0.00028,,0.000252,,0.000387
0.00028,,0.000252,,0.00038
0.000279,,0.000251,,0.000383
0.000279,,0.000251,,0.00039
0.00028,,0.000252,,0.000388
0.000279,,0.000252,,0.000386
0.000279,,0.000252,,0.000381
0.000279,,0.000253,,0.000404
0.00028,,0.000251,,0.000426
0.000329,,0.000329,,0.000383
0.00028,,0.000253,,0.000379
0.00028,,0.000252,,0.000383
0.000279,,0.000252,,0.000384
0.00028,,0.000252,,0.000381
0.000283,,0.000253,,0.000389
0.00028,,0.000252,,0.00038
0.00028,,0.000283,,0.000385
0.00028,,0.000276,,0.000379
0.00028,,0.000253,,0.000382
0.00028,,0.000252,,0.000385
0.00028,,0.000251,,0.000386
0.00028,,0.000251,,0.00038
0.00028,,0.000251,,0.000381
0.00028,,0.000284,,0.000384
0.000279,,0.000278,,0.000385
0.00028,,0.000255,,0.000381
0.000279,,0.000253,,0.000387
0.000279,,0.00025,,0.000382
0.000278,,0.000252,,0.000384
0.00028,,0.000251,,0.000385
0.000279,,0.000252,,0.000384
0.000279,,0.000253,,0.000385
0.000279,,0.000253,,0.000387
0.000279,,0.000253,,0.000383
0.000327,,0.000252,,0.000381
0.000291,,0.000251,,0.000385
0.000281,,0.000252,,0.000386
0.000279,,0.000252,,0.000389
0.000279,,0.000252,,0.00038
0.000279,,0.000253,,0.000381
0.000279,,0.000251,,0.000426
0.00028,,0.000252,,0.000402
0.00028,,0.000251,,0.000385
0.00028,,0.000251,,0.000385
0.000281,,0.000259,,0.000385
0.000279,,0.000252,,0.000384
0.000279,,0.000253,,0.000386
0.00028,,0.000252,,0.000383
0.000279,,0.000251,,0.000381
0.00028,,0.000252,,0.00038
0.000283,,0.000253,,0.000384
0.00028,,0.000253,,0.000383
0.00028,,0.000251,,0.000387
0.00028,,0.000251,,0.000383
0.00028,,0.000252,,0.000381
0.000279,,0.000251,,0.000387
0.000279,,0.000271,,0.00038
0.000279,,0.000262,,0.000382
0.000279,,0.000252,,0.000381
0.00028,,0.000253,,0.000381
0.00028,,0.000329,,0.000384
0.00028,,0.000273,,0.000381
0.00028,,0.000256,,0.000381
0.00028,,0.000255,,0.000383
0.000281,,0.000254,,0.000382
0.000279,,0.000253,,0.00038
0.000321,,0.000253,,0.000382
0.000278,,0.000253,,0.000383
0.00028,,0.000252,,0.000385
0.00028,,0.000252,,0.000383
0.00028,,0.000251,,0.000379
0.000279,,0.000252,,0.000381
0.000279,,0.000252,,0.000428
0.00028,,0.000252,,0.000382
0.00028,,0.000251,,0.000383
0.000279,,0.000252,,0.000386
0.000279,,0.000251,,0.000385
0.000279,,0.000253,,0.000385
0.000279,,0.000252,,0.000389
0.000281,,0.000252,,0.000382
0.00028,,0.000252,,0.000385
0.000279,,0.000278,,0.000383
0.000279,,0.000276,,0.000381
0.00028,,0.000252,,0.000439
0.00028,,0.000252,,0.000413
0.000283,,0.000253,,0.00038
0.00028,,0.000253,,0.000384
0.000278,,0.000253,,0.000382
0.000279,,0.000253,,0.000386
0.00028,,0.000253,,0.00038
0.00028,,0.000253,,0.000381
0.00028,,0.000252,,0.000384
0.000279,,0.000252,,0.000381
0.000314,,0.000251,,0.000382
0.000292,,0.000253,,0.000387
0.00028,,0.000253,,0.00038
0.000279,,0.000253,,0.000379
0.00028,,0.000252,,0.000385
0.000279,,0.000253,,0.000379
0.000279,,0.000254,,0.000384
0.00028,,0.000253,,0.000378
0.000279,,0.000252,,0.000383
0.000279,,0.000252,,0.000382
0.000279,,0.000252,,0.000427
0.00028,,0.000252,,0.000416
0.000279,,0.000253,,0.000408
0.000279,,0.000253,,0.000401
0.000279,,0.000252,,0.000379
0.000279,,0.000252,,0.000384
0.000279,,0.000252,,0.000404
0.000279,,0.000252,,0.000379
0.00028,,0.000253,,0.000381
0.000281,,0.000252,,0.000383
0.00028,,0.000251,,0.000382
0.00028,,0.000252,,0.000386
0.00028,,0.000252,,0.000379
0.000378,,0.000252,,0.00038
0.000293,,0.000286,,0.000378
0.000281,,0.000336,,0.000381
0.000281,,0.000293,,0.000384
0.000281,,0.000259,,0.000379
0.000281,,0.000294,,0.000381
0.000281,,0.000288,,0.000379
0.000281,,0.000286,,0.000381
0.000281,,0.000303,,0.000378
0.000281,,0.000285,,0.000379
0.00028,,0.000277,,0.000409
0.00028,,0.000323,,0.000409
0.00028,,0.000337,,0.000382
0.00028,,0.000256,,0.000378
0.00028,,0.000254,,0.00038
0.000316,,0.000253,,0.000382
0.000294,,0.000254,,0.000381
0.000281,,0.000252,,0.00038
0.000281,,0.000253,,0.00038
0.00028,,0.000252,,0.000385
0.00028,,0.000251,,0.000379
0.000352,,0.000251,,0.000402
0.000281,,0.000253,,0.000381
0.000281,,0.000253,,0.000383
0.00028,,0.000269,,0.000383
0.000281,,0.00026,,0.000391
0.000281,,0.000259,,0.00038
0.00028,,0.000261,,0.000383
0.000281,,0.000259,,0.000466
0.000281,,0.000279,,0.000544
0.000281,,0.000259,,0.000481
0.00028,,0.000263,,0.000382
0.00028,,0.000259,,0.000387
0.000281,,0.000259,,0.000384
0.000279,,0.000259,,0.000382
0.000359,,0.000261,,0.000379
0.000281,,0.000331,,0.000381
0.00028,,0.00026,,0.000386
0.000279,,0.00026,,0.000382
0.00028,,0.00026,,0.000379
0.00028,,0.00026,,0.00038
0.000279,,0.00026,,0.000382
0.000331,,0.00026,,0.000384
0.000279,,0.00026,,0.000381
0.00028,,0.00026,,0.000385
0.00028,,0.000259,,0.000386
0.00028,,0.00026,,0.000378
0.000281,,0.00026,,0.000382
0.000281,,0.00026,,0.00043
0.000281,,0.000264,,0.000382
0.00028,,0.000259,,0.00047
0.00028,,0.000259,,0.000382
0.00028,,0.000259,,0.000405
0.000347,,0.000259,,0.00041
0.000279,,0.000259,,0.000383
0.000281,,0.000259,,0.000379
0.00028,,0.000259,,0.000381
0.000282,,0.000259,,0.000382
0.00028,,0.000261,,0.000487
0.000279,,0.00026,,0.000399
0.000279,,0.00026,,0.000382
0.000279,,0.000261,,0.000382
0.000281,,0.000262,,0.00038
0.000281,,0.000252,,0.000382
0.000281,,0.000251,,0.000381
0.000281,,0.000252,,0.00038
0.00028,,0.000252,,0.000451
0.00028,,0.000252,,0.00039
0.000279,,0.000253,,0.000389
0.000281,,0.000251,,0.000395
0.000341,,0.000253,,0.000392
0.000293,,0.000253,,0.000393
0.000282,,0.000253,,0.000393
0.000282,,0.000253,,0.000434
0.00028,,0.000253,,0.00042
0.000281,,0.000253,,0.000397
0.000282,,0.000253,,0.000396
0.000281,,0.000252,,0.000394
0.000281,,0.000251,,0.000392
0.000281,,0.000252,,0.000398
0.00028,,0.000252,,0.000392
0.000281,,0.000252,,0.000393
0.00028,,0.000252,,0.000477
0.000279,,0.000253,,0.000394
0.000279,,0.000251,,0.000392
0.00028,,0.000251,,0.000396
0.00028,,0.000252,,0.000452
0.000281,,0.000253,,0.000394
0.000281,,0.000255,,0.000384
0.000281,,0.000253,,0.000379
0.00028,,0.000253,,0.000387
0.000279,,0.000253,,0.000384
0.000279,,0.000252,,0.000383
0.00028,,0.000289,,0.000384
0.000311,,0.000264,,0.000423
0.000298,,0.000253,,0.00039
0.000288,,0.000251,,0.000379
0.000289,,0.000253,,0.00038
0.000332,,0.000323,,0.000384
0.000289,,0.000253,,0.000381
0.000289,,0.000251,,0.000382
0.000297,,0.000253,,0.000381
0.00028,,0.000253,,0.000381
0.00028,,0.000282,,0.000382
0.000282,,0.000292,,0.000471
0.000283,,0.000252,,0.000385
0.000281,,0.000252,,0.00038
0.00028,,0.000252,,0.00038
0.00028,,0.000252,,0.000438
0.000279,,0.000251,,0.000389
0.00028,,0.000252,,0.000381
0.00028,,0.000253,,0.000383
0.00028,,0.000253,,0.000383
0.00028,,0.000253,,0.000381
0.00028,,0.000251,,0.000384
0.000281,,0.000252,,0.000381
0.000281,,0.000252,,0.000381
0.00028,,0.000252,,0.000383
0.00028,,0.000253,,0.000384
0.000329,,0.000252,,0.000379
0.000281,,0.000253,,0.000381
0.00028,,0.000253,,0.000384
0.000279,,0.000253,,0.000384
0.00028,,0.000252,,0.000379
0.00028,,0.000253,,0.000385
0.00028,,0.000253,,0.00038
0.00028,,0.000251,,0.00038
0.00028,,0.000255,,0.000383
0.00028,,0.000252,,0.000386
0.000279,,0.000302,,0.000381
0.00028,,0.000252,,0.000385
0.00028,,0.000252,,0.00038
0.000281,,0.000252,,0.000381
0.000281,,0.000253,,0.000382
0.000281,,0.000251,,0.000382
0.00028,,0.000254,,0.000381
0.000281,,0.000252,,0.000382
0.00028,,0.000253,,0.000415
0.000279,,0.000252,,0.000408
0.000279,,0.000254,,0.000387
0.000281,,0.0003,,0.000409
0.000281,,0.000253,,0.000404
0.000281,,0.000252,,0.000405
0.000281,,0.000252,,0.000402
0.00028,,0.000251,,0.000381
0.00028,,0.000253,,0.000381
0.00028,,0.000254,,0.000408
0.00028,,0.000252,,0.000386
0.00028,,0.000252,,0.000444
0.000281,,0.000252,,0.000514
0.000281,,0.000252,,0.000463
0.000281,,0.000253,,0.000382
0.000334,,0.000253,,0.000381
0.00028,,0.000252,,0.000382
0.00028,,0.000253,,0.000387
0.000281,,0.000252,,0.000387
0.000281,,0.000298,,0.000387
0.000281,,0.000253,,0.000382
0.00028,,0.000254,,0.000381
0.00028,,0.000253,,0.000451
0.00028,,0.000252,,0.000395
0.000281,,0.000251,,0.000405
0.000281,,0.000252,,0.000408
0.000281,,0.000252,,0.000396
0.00028,,0.000253,,0.000382
0.00028,,0.000252,,0.000384
0.00028,,0.000254,,0.00038
0.000279,,0.000251,,0.000383
0.00028,,0.000284,,0.000381
0.000281,,0.000261,,0.000441
0.000281,,0.000252,,0.000393
0.000279,,0.000252,,0.000382
0.00028,,0.000252,,0.000379
0.00028,,0.000252,,0.000382
0.00028,,0.000299,,0.000379
0.00033,,0.000252,,0.00038
0.000358,,0.000253,,0.000383
0.000385,,0.000252,,0.000379
0.000315,,0.000252,,0.000382
0.000281,,0.000252,,0.000429
0.000281,,0.000252,,0.00038
0.00028,,0.000253,,0.00038
0.000281,,0.000253,,0.000378
0.00028,,0.000253,,0.000387
0.00028,,0.000252,,0.000384
0.00028,,0.000252,,0.000384
0.000281,,0.000252,,0.000382
0.00028,,0.000253,,0.000377
0.00028,,0.000251,,0.000381
0.000376,,0.000253,,0.000382
0.000279,,0.000252,,0.00039
0.00028,,0.000252,,0.000382
0.000279,,0.000253,,0.000381
0.00028,,0.000252,,0.00038
0.00028,,0.000251,,0.000401
0.00028,,0.000253,,0.000396
0.000279,,0.000253,,0.000381
0.000279,,0.000252,,0.000384
0.00028,,0.000252,,0.00038
0.000281,,0.000252,,0.000398
0.000279,,0.000253,,0.000413
0.000279,,0.000251,,0.000392
0.000302,,0.000252,,0.000397
0.000299,,0.000253,,0.000393
0.000279,,0.000254,,0.000394
0.00028,,0.000254,,0.000398
0.000279,,0.000252,,0.000392
0.000281,,0.000252,,0.00041
0.00028,,0.000252,,0.000391
0.000326,,0.00025,,0.00039
0.000309,,0.000296,,0.000393
0.000291,,0.000251,,0.000393
0.000291,,0.000252,,0.000393
0.00028,,0.000253,,0.000392
0.000281,,0.000252,,0.000445
0.000298,,0.000253,,0.000395
0.000298,,0.000252,,0.000441
0.000299,,0.000253,,0.000393
0.000302,,0.000253,,0.000397
0.00028,,0.000253,,0.00039
0.00028,,0.000254,,0.000481
,,,,
0.00029378,,0.000265788,,0.000418908
4.1675E-05,,3.71378E-05,,7.22281E-05
